id,coddep,coddist,codprov,nombrecapital,nombreubigeo
1099,11,10,02,Sunampe,Sunampe
1100,11,11,02,Tambo de Mora,Tambo de Mora
1101,11,00,03,Nazca,Nazca
1102,11,01,03,Nazca,Nazca
1103,11,02,03,Changuillo,Changuillo
1104,11,03,03,El Ingenio,El Ingenio
1105,11,04,03,San Juan,Marcona
1106,11,05,03,Vista Alegre,Vista Alegre
1107,11,00,04,Palpa,Palpa
1108,11,01,04,Palpa,Palpa
1109,11,02,04,Llipata,Llipata
1110,11,03,04,Rio Grande,Rio Grande
1111,11,04,04,Santa Cruz,Santa Cruz
1112,11,05,04,Tibillo,Tibillo
1113,11,00,05,Pisco,Pisco
1114,11,01,05,Pisco,Pisco
1115,11,02,05,Huancano,Huancano
1116,11,03,05,Humay,Humay
1117,11,04,05,Independencia,Independencia
1118,11,05,05,Paracas,Paracas
1119,11,06,05,San Andres,San Andres
1120,11,07,05,San Clemente,San Clemente
1121,11,08,05,Tupac Amaru,Tupac Amaru Inca
1122,12,00,00,Huancayo,Junin
1123,12,00,01,Huancayo,Huancayo
1124,12,01,01,Huancayo,Huancayo
1125,12,04,01,Carhuacallanga,Carhuacallanga
1126,12,05,01,Chacapampa,Chacapampa
1127,12,06,01,Chicche,Chicche
1128,12,07,01,Chilca,Chilca
1129,12,08,01,Chongos Alto,Chongos Alto
1130,12,11,01,Chupuro,Chupuro
1131,12,12,01,Colca,Colca
1132,12,13,01,Cullhuas,Cullhuas
1133,12,14,01,El Tambo,El Tambo
1134,12,16,01,Huacrapuquio,Huacrapuquio
1135,12,17,01,Hualhuas,Hualhuas
1136,12,19,01,Huancan,Huancan
1137,12,20,01,Huasicancha,Huasicancha
1138,12,21,01,Huayucachi,Huayucachi
1139,12,22,01,Ingenio,Ingenio
1140,12,24,01,Pariahuanca,Pariahuanca
1141,12,25,01,Pilcomayo,Pilcomayo
1142,12,26,01,Pucara,Pucara
1143,12,27,01,Quichuay,Quichuay
1144,12,28,01,Quilcas,Quilcas
1145,12,29,01,San Agustin,San Agustin
1146,12,30,01,San Jeronimo de Tunan,San Jeronimo de Tunan
1147,12,32,01,Saqo,Saqo
1148,12,33,01,Sapallanga,Sapallanga
1149,12,34,01,Sicaya,Sicaya
1150,12,35,01,Santo Domingo de Acobamba,Santo Domingo de Acobamba
1151,12,36,01,Viques,Viques
1152,12,00,02,Concepcion,Concepcion
1153,12,01,02,Concepcion,Concepcion
1154,12,02,02,Aco,Aco
1155,12,03,02,Andamarca,Andamarca
1156,12,04,02,Chambara,Chambara
1157,12,05,02,Cochas,Cochas
1158,12,06,02,Comas,Comas
1159,12,07,02,San Antonio de Ocopa,Heroinas Toledo
1160,12,08,02,San Miguel,Manzanares
1161,12,09,02,Mucllo,Mariscal Castilla
1162,12,10,02,Matahuasi,Matahuasi
1163,12,11,02,Mito,Mito
1164,12,12,02,Santo Domingo del Prado,Nueve de Julio
1165,12,13,02,Orcotuna,Orcotuna
1166,12,14,02,San Jose de Quero,San Jose de Quero
1167,12,15,02,Santa Rosa,Santa Rosa de Ocopa
1168,12,00,03,La Merced,Chanchamayo
1169,12,01,03,La Merced,Chanchamayo
1170,12,02,03,Perene,Perene
1171,12,03,03,Bajo Pichanaqui,Pichanaqui
1172,12,04,03,San Luis de Shuaro,San Luis de Shuaro
1173,12,05,03,San Ramon,San Ramon
1174,12,06,03,Pucara,Vitoc
1175,12,00,04,Jauja,Jauja
1176,12,01,04,Jauja,Jauja
1177,12,02,04,Acolla,Acolla
1178,12,03,04,Apata,Apata
1179,12,04,04,Ataura,Ataura
1180,12,05,04,Canchayllo,Canchayllo
1181,12,06,04,El Rosario,Curicaca
1182,12,07,04,Pucucho,El Mantaro
1183,12,08,04,Huamali,Huamali
1184,12,09,04,Huaripampa,Huaripampa
1185,12,10,04,Huertas,Huertas
1186,12,11,04,Janjaillo,Janjaillo
1187,12,12,04,Julcan,Julcan
1188,12,13,04,Huancani,Leonor Ordoqez
1189,12,14,04,Llocllapampa,Llocllapampa
1190,12,15,04,Marco,Marco
1191,12,16,04,Masma,Masma
1192,12,17,04,Masma Chicche,Masma Chicche
1193,12,18,04,Molinos,Molinos
1194,12,19,04,Monobamba,Monobamba
1195,12,20,04,Muqui,Muqui
1196,12,21,04,Muquiyauyo,Muquiyauyo
1197,12,22,04,Paca,Paca
1198,12,23,04,Paccha,Paccha
1199,12,24,04,Pancan,Pancan
1200,12,25,04,Parco,Parco
1201,12,26,04,Pomacancha,Pomacancha
1202,12,27,04,Ricran,Ricran
1203,12,28,04,San Lorenzo,San Lorenzo
1204,12,29,04,San Pedro de Chunan,San Pedro de Chunan
1205,12,30,04,Sausa,Sausa
1206,12,31,04,Sincos,Sincos
1207,12,32,04,Concho,Tunan Marca
1208,12,33,04,Yauli,Yauli
1209,12,34,04,Yauyos,Yauyos
1210,12,00,05,Junin,Junin
1211,12,01,05,Junin,Junin
1212,12,02,05,Carhuamayo,Carhuamayo
1213,12,03,05,Ondores,Ondores
1214,12,04,05,Ulcumayo,Ulcumayo
1215,12,00,06,Satipo,Satipo
1216,12,01,06,Satipo,Satipo
1217,12,02,06,Coviriali,Coviriali
1218,12,03,06,Llaylla,Llaylla
1219,12,04,06,Mazamari,Mazamari
1220,12,05,06,Mariposa,Pampa Hermosa
1221,12,06,06,San Martin de Pangoa,Pangoa
1222,12,07,06,Rio Negro,Rio Negro
1223,12,08,06,Puerto Ocopa,Rio Tambo
1224,12,00,07,Tarma,Tarma
1225,12,01,07,Tarma,Tarma
1226,12,02,07,Acobamba,Acobamba
1227,12,03,07,Huaricolca,Huaricolca
1228,12,04,07,Huasahuasi,Huasahuasi
1229,12,05,07,Leticia,La Union
1230,12,06,07,Palca,Palca
1231,12,07,07,Palcamayo,Palcamayo
1232,12,08,07,San Pedro de Cajas,San Pedro de Cajas
1233,12,09,07,Tapo,Tapo
1234,12,00,08,La Oroya,Yauli
1235,12,01,08,La Oroya,La Oroya
1236,12,02,08,Chacapalpa,Chacapalpa
1237,12,03,08,Huay-Huay,Huay-Huay
1238,12,04,08,Marcapomacocha,Marcapomacocha
1239,12,05,08,Morococha,Morococha
1240,12,06,08,Paccha,Paccha
1241,12,07,08,Santa Barbara de Carhuacayan,Santa Barbara de Carhuacayan
1242,12,08,08,Santa Rosa de Sacco,Santa Rosa de Sacco
1243,12,09,08,Suitucancha,Suitucancha
1244,12,10,08,Yauli,Yauli
1245,12,00,09,Chupaca,Chupaca
1246,12,01,09,Chupaca,Chupaca
1247,12,02,09,Ahuac,Ahuac
1248,12,03,09,Chongos Bajo,Chongos Bajo
1249,12,04,09,Huachac,Huachac
1250,12,05,09,Huamancaca Chico,Huamancaca Chico
1251,12,06,09,Iscos,San Juan de Iscos
1252,12,07,09,Jarpa,San Juan de Jarpa
1253,12,08,09,Tres de Diciembre,Tres de Diciembre
1254,12,09,09,Yanacancha,Yanacancha
1255,13,00,00,Trujillo,La Libertad
1256,13,00,01,Trujillo,Trujillo
1257,13,01,01,Trujillo,Trujillo
1258,13,02,01,El Porvenir,El Porvenir
1259,13,03,01,Florencia de Mora,Florencia de Mora
1260,13,04,01,Huanchaco,Huanchaco
1261,13,05,01,La Esperanza,La Esperanza
1262,13,06,01,Laredo,Laredo
1263,13,07,01,Moche,Moche
1264,13,08,01,Poroto,Poroto
1265,13,09,01,Salaverry,Salaverry
1266,13,10,01,Simbal,Simbal
1267,13,11,01,Buenos Aires,Victor Larco Herrera
1268,13,00,02,Ascope,Ascope
1269,13,01,02,Ascope,Ascope
1270,13,02,02,Chicama,Chicama
1271,13,03,02,Chocope,Chocope
1272,13,04,02,Magdalena de Cao,Magdalena de Cao
1273,13,05,02,Paijan,Paijan
1274,13,06,02,Puerto de Malabrigo,Razuri
1275,13,07,02,Santiago de Cao,Santiago de Cao
1276,13,08,02,Casa Grande,Casa Grande
1277,13,00,03,Bolivar,Bolivar
1278,13,01,03,Bolivar,Bolivar
1279,13,02,03,Bambamarca,Bambamarca
1280,13,03,03,Condormarca,Condormarca
1281,13,04,03,Longotea,Longotea
1282,13,05,03,Uchumarca,Uchumarca
1283,13,06,03,Ucuncha,Ucuncha
1284,13,00,04,Chepen,Chepen
1285,13,01,04,Chepen,Chepen
1286,13,02,04,Pacanga,Pacanga
1287,13,03,04,Pueblo Nuevo,Pueblo Nuevo
1288,13,00,05,Julcan,Julcan
1289,13,01,05,Julcan,Julcan
1290,13,02,05,Calamarca,Calamarca
1291,13,03,05,Carabamba,Carabamba
1292,13,04,05,Huaso,Huaso
1293,13,00,06,Otuzco,Otuzco
1294,13,01,06,Otuzco,Otuzco
1295,13,02,06,Agallpampa,Agallpampa
1296,13,04,06,Charat,Charat
1297,13,05,06,Huaranchal,Huaranchal
1298,13,06,06,La Cuesta,La Cuesta
1299,13,08,06,Mache,Mache
1300,13,10,06,Paranday,Paranday
1301,13,11,06,Salpo,Salpo
1302,13,13,06,Sinsicap,Sinsicap
1303,13,14,06,Usquil,Usquil
1304,13,00,07,San Pedro de Lloc,Pacasmayo
1305,13,01,07,San Pedro de Lloc,San Pedro de Lloc
1306,13,02,07,Guadalupe,Guadalupe
1307,13,03,07,Jequetepeque,Jequetepeque
1308,13,04,07,Pacasmayo,Pacasmayo
1309,13,05,07,San Jose,San Jose
1310,13,00,08,Tayabamba,Pataz
1311,13,01,08,Tayabamba,Tayabamba
1312,13,02,08,Buldibuyo,Buldibuyo
1313,13,03,08,Chillia,Chillia
1314,13,04,08,Huancaspata,Huancaspata
1315,13,05,08,Huaylillas,Huaylillas
1316,13,06,08,Huayo,Huayo
1317,13,07,08,Ongon,Ongon
1318,13,08,08,Parcoy,Parcoy
1319,13,09,08,Pataz,Pataz
1320,13,10,08,Pias,Pias
1321,13,11,08,Challas,Santiago de Challas
1322,13,12,08,Taurija,Taurija
1323,13,13,08,Urpay,Urpay
1324,13,00,09,Huamachuco,Sanchez Carrion
1325,13,01,09,Huamachuco,Huamachuco
1326,13,02,09,Chugay,Chugay
1327,13,03,09,Aricapampa,Cochorco
1328,13,04,09,Curgos,Curgos
1329,13,05,09,Marcabal,Marcabal
1330,13,06,09,Sanagoran,Sanagoran
1331,13,07,09,Sarin,Sarin
1332,13,08,09,Sartimbamba,Sartimbamba
1333,13,00,10,Santiago de Chuco,Santiago de Chuco
1334,13,01,10,Santiago de Chuco,Santiago de Chuco
1335,13,02,10,Angasmarca,Angasmarca
1336,13,03,10,Cachicadan,Cachicadan
1337,13,04,10,Mollebamba,Mollebamba
1338,13,05,10,Mollepata,Mollepata
1339,13,06,10,Quiruvilca,Quiruvilca
1340,13,07,10,Santa Cruz de Chuca,Santa Cruz de Chuca
1341,13,08,10,Sitabamba,Sitabamba
1342,13,00,11,Cascas,Gran Chimu
1343,13,01,11,Cascas,Cascas
1344,13,02,11,Lucma,Lucma
1345,13,03,11,Marmot,Marmot
1346,13,04,11,Sayapullo,Sayapullo
1347,13,00,12,Viru,Viru
1348,13,01,12,Viru,Viru
1349,13,02,12,Chao,Chao
1350,13,03,12,Guadalupito,Guadalupito
1351,14,00,00,Chiclayo,Lambayeque
1352,14,00,01,Chiclayo,Chiclayo
1353,14,01,01,Chiclayo,Chiclayo
1354,14,02,01,Chongoyape,Chongoyape
1355,14,03,01,Eten,Eten
1356,14,04,01,Eten Puerto,Eten Puerto
1357,14,05,01,Jose Leonardo Ortiz,Jose Leonardo Ortiz
1358,14,06,01,La Victoria,La Victoria
1359,14,07,01,Mocupe,Lagunas
1360,14,08,01,Monsefu,Monsefu
1361,14,09,01,Nueva Arica,Nueva Arica
1362,14,10,01,Oyotun,Oyotun
1363,14,11,01,Picsi,Picsi
1364,14,12,01,Pimentel,Pimentel
1365,14,13,01,Reque,Reque
1366,14,14,01,Santa Rosa,Santa Rosa
1367,14,15,01,Saqa,Saqa
1368,14,16,01,Cayaltí,Cayaltí
1369,14,17,01,Patapo,Patapo
1370,14,18,01,Pomalca,Pomalca
1371,14,19,01,Pucalá,Pucalá
1372,14,20,01,Tumán,Tumán
1373,14,00,02,Ferreqafe,Ferreqafe
1374,14,01,02,Ferreqafe,Ferreqafe
1375,14,02,02,Caqaris,Caqaris
1376,14,03,02,Incahuasi,Incahuasi
1377,14,04,02,Manuel Antonio Mesones Muro,Manuel Antonio Mesones Muro
1378,14,05,02,Pitipo,Pitipo
1379,14,06,02,Pueblo Nuevo,Pueblo Nuevo
1380,14,00,03,Lambayeque,Lambayeque
1381,14,01,03,Lambayeque,Lambayeque
1382,14,02,03,Chochope,Chochope
1383,14,03,03,Illimo,Illimo
1384,14,04,03,Jayanca,Jayanca
1385,14,05,03,Mochumi,Mochumi
1386,14,06,03,Morrope,Morrope
1387,14,07,03,Motupe,Motupe
1388,14,08,03,Olmos,Olmos
1389,14,09,03,Pacora,Pacora
1390,14,10,03,Salas,Salas
1391,14,11,03,San Jose,San Jose
1392,14,12,03,Tucume,Tucume
1393,15,00,00,Lima,Lima
1394,15,00,01,Lima,Lima
1395,15,01,01,Lima,Lima
1396,15,02,01,Ancon,Ancon
1397,15,03,01,Vitarte,Ate
1398,15,04,01,Barranco,Barranco
1399,15,05,01,Breqa,Breqa
1400,15,06,01,Carabayllo,Carabayllo
1401,15,07,01,Chaclacayo,Chaclacayo
1402,15,08,01,Chorrillos,Chorrillos
1403,15,09,01,Cieneguilla,Cieneguilla
1404,15,10,01,La Libertad,Comas
1405,15,11,01,El Agustino,El Agustino
1406,15,12,01,Independencia,Independencia
1407,15,13,01,Jesus Maria,Jesus Maria
1408,15,14,01,La Molina,La Molina
1409,15,15,01,La Victoria,La Victoria
1410,15,16,01,Lince,Lince
1411,15,17,01,Las Palmeras,Los Olivos
1412,15,18,01,Chosica,Lurigancho
1413,15,19,01,Lurin,Lurin
1414,15,20,01,Magdalena del Mar,Magdalena del Mar
1415,15,21,01,Pueblo Libre,Magdalena Vieja
1416,15,22,01,Miraflores,Miraflores
1417,15,23,01,Pachacamac,Pachacamac
1418,15,24,01,Pucusana,Pucusana
1419,15,25,01,Puente Piedra,Puente Piedra
1420,15,26,01,Punta Hermosa,Punta Hermosa
1421,15,27,01,Punta Negra,Punta Negra
1422,15,28,01,Rimac,Rimac
1423,15,29,01,San Bartolo,San Bartolo
1424,15,30,01,San Francisco de Borja,San Borja
1425,15,31,01,San Isidro,San Isidro
1426,15,32,01,San Juan de Lurigancho,San Juan de Lurigancho
1427,15,33,01,Ciudad de Dios,San Juan de Miraflores
1428,15,34,01,San Luis,San Luis
1429,15,35,01,Barrio Obrero Industrial,San Martin de Porres
1430,15,36,01,San Miguel,San Miguel
1431,15,37,01,Santa Anita,Santa Anita
1432,15,38,01,Santa Maria del Mar,Santa Maria del Mar
1433,15,39,01,Santa Rosa,Santa Rosa
1434,15,40,01,Santiago de Surco,Santiago de Surco
1435,15,41,01,Surquillo,Surquillo
1436,15,42,01,Villa El Salvador,Villa El Salvador
1437,15,43,01,Villa Maria del Triunfo,Villa Maria del Triunfo
1438,15,00,02,Barranca,Barranca
1439,15,01,02,Barranca,Barranca
1440,15,02,02,Paramonga,Paramonga
1441,15,03,02,Pativilca,Pativilca
1442,15,04,02,Supe,Supe
1443,15,05,02,Supe Puerto,Supe Puerto
1444,15,00,03,Cajatambo,Cajatambo
1445,15,01,03,Cajatambo,Cajatambo
1446,15,02,03,Copa,Copa
1447,15,03,03,Gorgor,Gorgor
1448,15,04,03,Huancapon,Huancapon
1449,15,05,03,Manas,Manas
1450,15,00,04,Canta,Canta
1451,15,01,04,Canta,Canta
1452,15,02,04,Arahuay,Arahuay
1453,15,03,04,Huamantanga,Huamantanga
1454,15,04,04,Huaros,Huaros
1455,15,05,04,Lachaqui,Lachaqui
1456,15,06,04,San Buenaventura,San Buenaventura
1457,15,07,04,Yangas,Santa Rosa de Quives
1458,15,00,05,San Vicente de Ca?Ete,Caqete
1459,15,01,05,San Vicente de Caqete,San Vicente de Caqete
1460,15,02,05,Asia,Asia
1461,15,03,05,Calango,Calango
1462,15,04,05,Cerro Azul,Cerro Azul
1463,15,05,05,Chilca,Chilca
1464,15,06,05,Coayllo,Coayllo
1465,15,07,05,Imperial,Imperial
1466,15,08,05,Lunahuana,Lunahuana
1467,15,09,05,Mala,Mala
1468,15,10,05,Nuevo Imperial,Nuevo Imperial
1469,15,11,05,Pacaran,Pacaran
1470,15,12,05,Quilmana,Quilmana
1471,15,13,05,San Antonio,San Antonio
1472,15,14,05,San Luis,San Luis
1473,15,15,05,Santa Cruz de Flores,Santa Cruz de Flores
1474,15,16,05,Zuqiga,Zuqiga
1475,15,00,06,Huaral,Huaral
1476,15,01,06,Huaral,Huaral
1477,15,02,06,Pirca,Atavillos Alto
1478,15,03,06,San Agustin de Huayopampa,Atavillos Bajo
1479,15,04,06,Aucallama,Aucallama
1480,15,05,06,Chancay,Chancay
1481,15,06,06,Ihuari,Ihuari
1482,15,07,06,Lampian,Lampian
1483,15,08,06,Pacaraos,Pacaraos
1484,15,09,06,Acos,San Miguel de Acos
1485,15,10,06,Santa Cruz de Andamarca,Santa Cruz de Andamarca
1486,15,11,06,Sumbilca,Sumbilca
1487,15,12,06,Carac,Veintisiete de Noviembre
1488,15,00,07,Matucana,Huarochiri
1489,15,01,07,Matucana,Matucana
1490,15,02,07,Antioquia,Antioquia
1491,15,03,07,Callahuanca,Callahuanca
1492,15,04,07,Carampoma,Carampoma
1493,15,05,07,Chicla,Chicla
1494,15,06,07,San Jose de los Chorrillos,Cuenca
1495,15,07,07,San Lorenzo de Huachupampa,Huachupampa
1496,15,08,07,Huanza,Huanza
1497,15,09,07,Huarochiri,Huarochiri
1498,15,10,07,Lahuaytambo,Lahuaytambo
1499,15,11,07,Langa,Langa
1500,15,12,07,Laraos,Laraos
1501,15,13,07,Mariatana,Mariatana
1502,15,14,07,Ricardo Palma,Ricardo Palma
1503,15,15,07,San Andres de Tupicocha,San Andres de Tupicocha
1504,15,16,07,Chaclla,San Antonio
1505,15,17,07,San Bartolome,San Bartolome
1506,15,18,07,San Damian,San Damian
1507,15,19,07,San Juan de Iris,San Juan de Iris
1508,15,20,07,San Juan de Tantaranche,San Juan de Tantaranche
1509,15,21,07,San Lorenzo de Quinti,San Lorenzo de Quinti
1510,15,22,07,San Mateo,San Mateo
1511,15,23,07,San Juan de Lanca,San Mateo de Otao
1512,15,24,07,San Pedro de Casta,San Pedro de Casta
1513,15,25,07,San Pedro,San Pedro de Huancayre
1514,15,26,07,Sangallaya,Sangallaya
1515,15,27,07,Cocachacra,Santa Cruz de Cocachacra
1516,15,28,07,Santa Eulalia,Santa Eulalia
1517,15,29,07,Santiago de Anchucaya,Santiago de Anchucaya
1518,15,30,07,Santiago de Tuna,Santiago de Tuna
1519,15,31,07,Santo Domingo de los Olleros,Santo Domingo de los Olleros
1520,15,32,07,Surco,Surco
1521,15,00,08,Huacho,Huaura
1522,15,01,08,Huacho,Huacho
1523,15,02,08,Ambar,Ambar
1524,15,03,08,Caleta de Carquin,Caleta de Carquin
1525,15,04,08,Maray,Checras
1526,15,05,08,Hualmay,Hualmay
1527,15,06,08,Huaura,Huaura
1528,15,07,08,Santa Cruz,Leoncio Prado
1529,15,08,08,Paccho,Paccho
1530,15,09,08,Jucul,Santa Leonor
1531,15,10,08,Cruz Blanca,Santa Maria
1532,15,11,08,Sayan,Sayan
1533,15,12,08,Vegueta,Vegueta
1534,15,00,09,Oyon,Oyon
1535,15,01,09,Oyon,Oyon
1536,15,02,09,Andajes,Andajes
1537,15,03,09,Caujul,Caujul
1538,15,04,09,Cochamarca,Cochamarca
1539,15,05,09,Navan,Navan
1540,15,06,09,Churin,Pachangara
1541,15,00,10,Yauyos,Yauyos
1542,15,01,10,Yauyos,Yauyos
1543,15,02,10,Alis,Alis
1544,15,03,10,Ayauca,Ayauca
1545,15,04,10,Ayaviri,Ayaviri
1546,15,05,10,Azangaro,Azangaro
1547,15,06,10,Cacra,Cacra
1548,15,07,10,Carania,Carania
1549,15,08,10,Catahuasi,Catahuasi
1550,15,09,10,Chocos,Chocos
1551,15,10,10,Cochas,Cochas
1552,15,11,10,Colonia,Colonia
1553,15,12,10,Hongos,Hongos
1554,15,13,10,Huampara,Huampara
1555,15,14,10,Huancaya,Huancaya
1556,15,15,10,Huangascar,Huangascar
1557,15,16,10,Huantan,Huantan
1558,15,17,10,Huaqec,Huaqec
1559,15,18,10,Laraos,Laraos
1560,15,19,10,Lincha,Lincha
1561,15,20,10,Madean,Madean
1562,15,21,10,Miraflores,Miraflores
1563,15,22,10,Omas,Omas
1564,15,23,10,San Lorenzo de Putinza,Putinza
1565,15,24,10,Quinches,Quinches
1566,15,25,10,Quinocay,Quinocay
1567,15,26,10,San Joaquin,San Joaquin
1568,15,27,10,San Pedro de Pilas,San Pedro de Pilas
1569,15,28,10,Tanta,Tanta
1570,15,29,10,Tauripampa,Tauripampa
1571,15,30,10,Tomas,Tomas
1572,15,31,10,Tupe,Tupe
1573,15,32,10,Viqac,Viqac
1574,15,33,10,Vitis,Vitis
1575,16,00,00,Iquitos,Loreto
1576,16,00,01,Iquitos,Maynas
1577,16,01,01,Iquitos,Iquitos
1578,16,02,01,Santa Maria de Nanay,Alto Nanay
1579,16,03,01,Tamshiyacu,Fernando Lores
1580,16,04,01,Indiana,Indiana
1581,16,05,01,Francisco de Orellana,Las Amazonas
1582,16,06,01,Mazan,Mazan
1583,16,07,01,Santa Clotilde,Napo
1584,16,08,01,Punchana,Punchana
1585,16,09,01,Puca Urco,Putumayo
1586,16,10,01,Pantoja,Torres Causana
1587,16,11,01,Bolognesi,Yaquerana
1588,16,12,01,Belén,Belén
1589,16,13,01,San Juan Bautista,San Juan Bautista
1590,16,00,02,Yurimaguas,Alto Amazonas
1591,16,01,02,Yurimaguas,Yurimaguas
1592,16,02,02,Balsapuerto,Balsapuerto
1593,16,03,02,Barranca,Barranca
1594,16,04,02,Cahuapanas,Cahuapanas
1595,16,05,02,Jeberos,Jeberos
1596,16,06,02,Lagunas,Lagunas
1597,16,07,02,Borja,Manseriche
1598,16,08,02,Puerto America,Morona
1599,16,09,02,Andoas,Pastaza
1600,16,10,02,Santa Cruz,Santa Cruz
1601,16,11,02,Shucushuyacu,Teniente Cesar Lopez Rojas
1602,16,00,03,Nauta,Loreto
1603,16,01,03,Nauta,Nauta
1604,16,02,03,Parinari,Parinari
1605,16,03,03,Intutu,Tigre
1606,16,04,03,Villa Trompeteros,Trompeteros
1607,16,05,03,Concordia,Urarinas
1608,16,00,04,Caballococha,Mariscal Ramon Castilla
1609,16,01,04,Caballococha,Ramon Castilla
1610,16,02,04,Pebas,Pebas
1611,16,03,04,Amelia,Yavari
1612,16,04,04,San Pablo de Loreto,San Pablo
1613,16,00,05,Requena,Requena
1614,16,01,05,Requena,Requena
1615,16,02,05,Santa Elena,Alto Tapiche
1616,16,03,05,Flor de Punga,Capelo
1617,16,04,05,Tamanco,Emilio San Martin
1618,16,05,05,Santa Isabel,Maquia
1619,16,06,05,Bretaqa,Puinahua
1620,16,07,05,Bagazan,Saquena
1621,16,08,05,Nueva Alejandria,Soplin
1622,16,09,05,Iberia,Tapiche
1623,16,10,05,Jenaro Herrera,Jenaro Herrera
1624,16,11,05,Yaquerana,Yaquerana
1625,16,00,06,Contamana,Ucayali
1626,16,01,06,Contamana,Contamana
1627,16,02,06,Inahuaya,Inahuaya
1628,16,03,06,Tiruntan,Padre Marquez
1629,16,04,06,Pampa Hermosa,Pampa Hermosa
1630,16,05,06,Dos de Mayo,Sarayacu
1631,16,06,06,Orellana,Vargas Guerra
1632,17,00,00,Puerto Maldonado,Madre de Dios
1633,17,00,01,Puerto Maldonado,Tambopata
1634,17,01,01,Puerto Maldonado,Tambopata
1635,17,02,01,Mazuko,Inambari
1636,17,03,01,Las Piedras,Las Piedras
1637,17,04,01,Pto. Rosario de Laberinto,Laberinto
1638,17,00,02,Manu,Manu
1639,17,01,02,Manu,Manu
1640,17,02,02,Fitzcarrald,Fitzcarrald
1641,17,03,02,Madre de Dios,Madre de Dios
1642,17,04,02,Huepetuhe,Huepetuhe
1643,17,00,03,Iqapari,Tahuamanu
1644,17,01,03,Iqapari,Iqapari
1645,17,02,03,Iberia,Iberia
1646,17,03,03,San Lorenzo,Tahuamanu
1647,18,00,00,Moquegua,Moquegua
1648,18,00,01,Moquegua,Mariscal Nieto
1649,18,01,01,Moquegua,Moquegua
1650,18,02,01,Carumas,Carumas
1651,18,03,01,Cuchumbaya,Cuchumbaya
1652,18,04,01,Samegua,Samegua
1653,18,05,01,Calacoa,San Cristobal
1654,18,06,01,Torata,Torata
1655,18,00,02,Omate,General Sanchez Cerro
1656,18,01,02,Omate,Omate
1657,18,02,02,Chojata,Chojata
1658,18,03,02,Coalaque,Coalaque
1659,18,04,02,Ichuqa,Ichuqa
1660,18,05,02,La Capilla,La Capilla
1661,18,06,02,Lloque,Lloque
1662,18,07,02,Matalaque,Matalaque
1663,18,08,02,Puquina,Puquina
1664,18,09,02,Quinistaquillas,Quinistaquillas
1665,18,10,02,Ubinas,Ubinas
1666,18,11,02,Yunga,Yunga
1667,18,00,03,Ilo,Ilo
1668,18,01,03,Ilo,Ilo
1669,18,02,03,El Algarrobal,El Algarrobal
1670,18,03,03,Pueblo Nuevo,Pacocha
1671,19,00,00,Cerro de Pasco,Pasco
1672,19,00,01,Cerro de Pasco,Pasco
1673,19,01,01,Cerro de Pasco,Chaupimarca
1674,19,02,01,Huachon,Huachon
1675,19,03,01,Huariaca,Huariaca
1676,19,04,01,Huayllay,Huayllay
1677,19,05,01,Ninacaca,Ninacaca
1678,19,06,01,Pallanchacra,Pallanchacra
1679,19,07,01,Paucartambo,Paucartambo
1680,19,08,01,Yarusyacan,San Fco.De Asis de Yarusyacan
1681,19,09,01,San Antonio de Rancas,Simon Bolivar
1682,19,10,01,Ticlacayan,Ticlacayan
1683,19,11,01,Tinyahuarco,Tinyahuarco
1684,19,12,01,Vicco,Vicco
1685,19,13,01,Yanacancha,Yanacancha
1686,19,00,02,Yanahuanca,Daniel Alcides Carrion
1687,19,01,02,Yanahuanca,Yanahuanca
1688,19,02,02,Chacayan,Chacayan
1689,19,03,02,Goyllarisquizga,Goyllarisquizga
1690,19,04,02,Paucar,Paucar
1691,19,05,02,San Pedro de Pillao,San Pedro de Pillao
1692,19,06,02,Santa Ana de Tusi,Santa Ana de Tusi
1693,19,07,02,Tapuc,Tapuc
1694,19,08,02,Vilcabamba,Vilcabamba
1695,19,00,03,Oxapampa,Oxapampa
1696,19,01,03,Oxapampa,Oxapampa
1697,19,02,03,Chontabamba,Chontabamba
1698,19,03,03,Huancabamba,Huancabamba
1699,19,04,03,Iscozacin,Palcazu
1700,19,05,03,Pozuzo,Pozuzo
1701,19,06,03,Puerto Bermudez,Puerto Bermudez
1702,19,07,03,Villa Rica,Villa Rica
1703,20,00,00,Piura,Piura
1704,20,00,01,Piura,Piura
1705,20,01,01,Piura,Piura
1706,20,04,01,Castilla,Castilla
1707,20,05,01,Catacaos,Catacaos
1708,20,07,01,Cucungara,Cura Mori
1709,20,08,01,Sinchao,El Tallan
1710,20,09,01,La Arena,La Arena
1711,20,10,01,La Union,La Union
1712,20,11,01,Las Lomas,Las Lomas
1713,20,14,01,Tambo Grande,Tambo Grande
1714,20,00,02,Ayabaca,Ayabaca
1715,20,01,02,Ayabaca,Ayabaca
1716,20,02,02,Frias,Frias
1717,20,03,02,Jilili,Jilili
1718,20,04,02,Lagunas,Lagunas
1719,20,05,02,Montero,Montero
1720,20,06,02,Pacaipampa,Pacaipampa
1721,20,07,02,Paimas,Paimas
1722,20,08,02,Sapillica,Sapillica
1723,20,09,02,Sicchez,Sicchez
1724,20,10,02,Suyo,Suyo
1725,20,00,03,Huancabamba,Huancabamba
1726,20,01,03,Huancabamba,Huancabamba
1727,20,02,03,Canchaque,Canchaque
